objective,iteration,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-0.6083226743217802,1,1745218026,,False,1,6c169_00001,2025-04-21_13-47-06,0.0009965896606445312,0.0009965896606445312,21876,DESKTOP-TOTIENHUNG,127.0.0.1,0.0009965896606445312,1
-0.6083226743217802,2,1745218026,,False,2,6c169_00001,2025-04-21_13-47-06,0.0010006427764892578,0.001997232437133789,21876,DESKTOP-TOTIENHUNG,127.0.0.1,0.001997232437133789,2
-0.6083226743217802,3,1745218026,,False,3,6c169_00001,2025-04-21_13-47-06,0.0,0.001997232437133789,21876,DESKTOP-TOTIENHUNG,127.0.0.1,0.001997232437133789,3
-0.6083226743217802,1,1745218044,,False,1,6c169_00001,2025-04-21_13-47-24,0.0009980201721191406,0.0009980201721191406,23272,DESKTOP-TOTIENHUNG,127.0.0.1,0.0009980201721191406,1
-0.6083226743217802,2,1745218044,,False,2,6c169_00001,2025-04-21_13-47-24,0.0,0.0009980201721191406,23272,DESKTOP-TOTIENHUNG,127.0.0.1,0.0009980201721191406,2
-0.6083226743217802,3,1745218044,,False,3,6c169_00001,2025-04-21_13-47-24,0.0,0.0009980201721191406,23272,DESKTOP-TOTIENHUNG,127.0.0.1,0.0009980201721191406,3
-0.6083226743217802,4,1745218044,,False,4,6c169_00001,2025-04-21_13-47-24,0.0,0.0009980201721191406,23272,DESKTOP-TOTIENHUNG,127.0.0.1,0.0009980201721191406,4
-0.6083226743217802,5,1745218044,,False,5,6c169_00001,2025-04-21_13-47-24,0.006006956100463867,0.007004976272583008,23272,DESKTOP-TOTIENHUNG,127.0.0.1,0.007004976272583008,5
-0.6083226743217802,6,1745218044,,False,6,6c169_00001,2025-04-21_13-47-24,0.0,0.007004976272583008,23272,DESKTOP-TOTIENHUNG,127.0.0.1,0.007004976272583008,6
-0.6083226743217802,1,1745218090,,False,1,6c169_00001,2025-04-21_13-48-10,0.0,0.0,20616,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,1
-0.6083226743217802,2,1745218090,,False,2,6c169_00001,2025-04-21_13-48-10,0.001001119613647461,0.001001119613647461,20616,DESKTOP-TOTIENHUNG,127.0.0.1,0.001001119613647461,2
