objective,iteration,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-7.107457651765445,1,1745218036,,False,1,6c169_00012,2025-04-21_13-47-16,0.007046699523925781,0.007046699523925781,22792,DESKTOP-TOTIENHUNG,127.0.0.1,0.007046699523925781,1
-7.107457651765445,2,1745218036,,False,2,6c169_00012,2025-04-21_13-47-16,0.0,0.007046699523925781,22792,DESKTOP-TOTIENHUNG,127.0.0.1,0.007046699523925781,2
-7.107457651765445,3,1745218036,,False,3,6c169_00012,2025-04-21_13-47-16,0.0,0.007046699523925781,22792,DESKTOP-TOTIENHUNG,127.0.0.1,0.007046699523925781,3
-7.107457651765445,1,1745218076,,False,1,6c169_00012,2025-04-21_13-47-56,0.0,0.0,22988,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,1
-7.107457651765445,2,1745218076,,False,2,6c169_00012,2025-04-21_13-47-56,0.0,0.0,22988,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,2
-7.107457651765445,3,1745218076,,False,3,6c169_00012,2025-04-21_13-47-56,0.0,0.0,22988,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,3
-7.107457651765445,4,1745218076,,False,4,6c169_00012,2025-04-21_13-47-56,0.0,0.0,22988,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,4
-7.107457651765445,5,1745218076,,False,5,6c169_00012,2025-04-21_13-47-56,0.0,0.0,22988,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,5
-7.107457651765445,6,1745218076,,False,6,6c169_00012,2025-04-21_13-47-56,0.0,0.0,22988,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,6
-7.107457651765445,1,1745218123,,False,1,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,1
-7.107457651765445,2,1745218123,,False,2,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,2
-7.107457651765445,3,1745218123,,False,3,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,3
-7.107457651765445,4,1745218123,,False,4,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,4
-7.107457651765445,5,1745218123,,False,5,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,5
-7.107457651765445,6,1745218123,,False,6,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,6
-7.107457651765445,7,1745218123,,False,7,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,7
-7.107457651765445,8,1745218123,,False,8,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,8
-7.107457651765445,9,1745218123,,False,9,6c169_00012,2025-04-21_13-48-43,0.0,0.0,23512,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,9
-7.107457651765445,1,1745218166,,False,1,6c169_00012,2025-04-21_13-49-26,0.009876489639282227,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,1
-7.107457651765445,2,1745218166,,False,2,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,2
-7.107457651765445,3,1745218166,,False,3,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,3
-7.107457651765445,4,1745218166,,False,4,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,4
-7.107457651765445,5,1745218166,,False,5,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,5
-7.107457651765445,6,1745218166,,False,6,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,6
-7.107457651765445,7,1745218166,,False,7,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,7
-7.107457651765445,8,1745218166,,False,8,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,8
-7.107457651765445,9,1745218166,,False,9,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,9
-7.107457651765445,10,1745218166,,False,10,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,10
-7.107457651765445,11,1745218166,,False,11,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,11
-7.107457651765445,12,1745218166,,False,12,6c169_00012,2025-04-21_13-49-26,0.0,0.009876489639282227,19812,DESKTOP-TOTIENHUNG,127.0.0.1,0.009876489639282227,12
-7.107457651765445,1,1745218212,,False,1,6c169_00012,2025-04-21_13-50-12,0.0,0.0,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,1
-7.107457651765445,2,1745218212,,False,2,6c169_00012,2025-04-21_13-50-12,0.0,0.0,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,2
-7.107457651765445,3,1745218212,,False,3,6c169_00012,2025-04-21_13-50-12,0.0,0.0,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,3
-7.107457651765445,4,1745218212,,False,4,6c169_00012,2025-04-21_13-50-12,0.0,0.0,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,4
-7.107457651765445,5,1745218212,,False,5,6c169_00012,2025-04-21_13-50-12,0.0,0.0,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,5
-7.107457651765445,6,1745218212,,False,6,6c169_00012,2025-04-21_13-50-12,0.0,0.0,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,6
-7.107457651765445,7,1745218212,,False,7,6c169_00012,2025-04-21_13-50-12,0.009925365447998047,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,7
-7.107457651765445,8,1745218212,,False,8,6c169_00012,2025-04-21_13-50-12,0.0,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,8
-7.107457651765445,9,1745218212,,False,9,6c169_00012,2025-04-21_13-50-12,0.0,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,9
-7.107457651765445,10,1745218212,,False,10,6c169_00012,2025-04-21_13-50-12,0.0,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,10
-7.107457651765445,11,1745218212,,False,11,6c169_00012,2025-04-21_13-50-12,0.0,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,11
-7.107457651765445,12,1745218212,,False,12,6c169_00012,2025-04-21_13-50-12,0.0,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,12
-7.107457651765445,13,1745218212,,False,13,6c169_00012,2025-04-21_13-50-12,0.0,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,13
-7.107457651765445,14,1745218212,,False,14,6c169_00012,2025-04-21_13-50-12,0.0,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,14
-7.107457651765445,15,1745218212,,False,15,6c169_00012,2025-04-21_13-50-12,0.0,0.009925365447998047,20936,DESKTOP-TOTIENHUNG,127.0.0.1,0.009925365447998047,15
-7.107457651765445,1,1745218257,,False,1,6c169_00012,2025-04-21_13-50-57,0.0,0.0,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,1
-7.107457651765445,2,1745218257,,False,2,6c169_00012,2025-04-21_13-50-57,0.0,0.0,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.0,2
-7.107457651765445,3,1745218257,,False,3,6c169_00012,2025-04-21_13-50-57,0.008945703506469727,0.008945703506469727,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.008945703506469727,3
-7.107457651765445,4,1745218257,,False,4,6c169_00012,2025-04-21_13-50-57,0.0,0.008945703506469727,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.008945703506469727,4
-7.107457651765445,5,1745218257,,False,5,6c169_00012,2025-04-21_13-50-57,0.0,0.008945703506469727,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.008945703506469727,5
-7.107457651765445,6,1745218257,,False,6,6c169_00012,2025-04-21_13-50-57,0.0010006427764892578,0.009946346282958984,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.009946346282958984,6
-7.107457651765445,7,1745218257,,False,7,6c169_00012,2025-04-21_13-50-57,0.0,0.009946346282958984,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.009946346282958984,7
-7.107457651765445,8,1745218257,,False,8,6c169_00012,2025-04-21_13-50-57,0.0009889602661132812,0.010935306549072266,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.010935306549072266,8
-7.107457651765445,9,1745218257,,False,9,6c169_00012,2025-04-21_13-50-57,0.0009999275207519531,0.011935234069824219,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.011935234069824219,9
-7.107457651765445,10,1745218257,,False,10,6c169_00012,2025-04-21_13-50-57,0.0,0.011935234069824219,22720,DESKTOP-TOTIENHUNG,127.0.0.1,0.011935234069824219,10
